-DOCSTART- -X- O O
и	O
полинуклеотиды.	O
-DOCSTART- -X- O O	
Осуществляют	O
фоторегистрацию	O
света,	O
отраженного	O
от	O
поверхности	O
контактного	O
датчика	O
(контактной	B-PRO
поверхности),	I-PRO
разрушающейся	O
при	O
контакте	O
с	O
исследуемым	O
процессом,	O
при	O
этом	O
фоторегистрацию	O
осуществляют	O
ПЗС-матрицей	O
(матрицей	O
приборов	O
с	O
зарядовой	O
связью),	O
измеряющей	O
величину	O
электрического	O
заряда,	B-PRO
накопленного	I-PRO
в	O
течение	O
времени	O
экспонирования	O
в	O
том	O
или	O
ином	O
пикселе	O
ПЗС-матрицы,	O
являющемся	O
изображением	O
соответственно	O
того	O
или	O
иного	O
участка	O
контактной	O
поверхности.	O
-DOCSTART- -X- O O	
a)	O
первое	O
преобразование	O
(TR1),	O
на	O
котором	O
каждый	O
двухмерный	O
набор	O
данных	O
(OSn)	O
объекта	O
виртуальных	O
слоев	B-PRO
сечения	I-PRO
преобразуется	O
в	O
распределение	O
двухмерного	O
волнового	O
поля	O
и	O
распределение	O
волнового	O
поля	O
определяется	O
для	O
виртуального	O
окна	O
(OW)	O
наблюдателя	O
в	O
опорном	O
слое	O
(RL)	O
на	O
определенном	O
расстоянии	O
(DM	O
)	O
от	O
слоя	O
(HL)	O
видеоголограммы;	O
-DOCSTART- -X- O O	
В	O
одном	O
из	O
вариантов	O
осуществления,	O
изменение	B-PRO
показателя	I-PRO
преломления	I-PRO
происходит	O
в	O
результате	O
разности	O
плотности	O
между	O
аморфным	O
и	O
кристаллическим	O
состоянием	O
термопластического	O
носителя.	O
-DOCSTART- -X- O O	
Использование	O
данного	O
эффекта	O
позволяет	O
получить	O
в	O
жидкости,	B-PRO
помещенной	O
в	O
сосуд,	B-PRO
различные	O
высококачественные	O
эффектные	O
изображения.	O
-DOCSTART- -X- O O	
Входами	O
сети	O
являются	O
значения:	O
x1	O
-	O
начальной	B-PRO
влажности	O
материала,	O
x2,	O
x3	B-PRO
-	O
температуры	B-PRO
и	O
влажности	O
окружающей	O
среды;	O
x4	O
-	O
скорости	O
движения	O
пластинчатого	O
конвейера;	O
x5	O
-	O
наличия	O
или	O
отсутствия	O
ворошителя;	O
x6	O
-	O
процента	O
времени	O
работы	O
вытяжного	B-PRO
вентилятора;	O
x7,	B-PRO
x8	O
-	O
средневзвешенных	O
температуры	O
и	O
влажности	O
сушильного	O
агента	O
в	O
n-й	O
камере;	O
x9,	O
x	O
10	O
-	O
процента	O
открытия	O
воздухозаборного	O
окна	O
и	O
сбросного	O
шибера.	O
-DOCSTART- -X- O O	
Энергия	B-PRO
излучения,	I-PRO
поступающая	O
от	O
объекта	O
и	O
фона,	O
будет	O
равномерно	O
попадать	O
на	O
всю	O
фоточувствительную	O
область	O
фотоприемной	O
матрицы,	O
приводя	O
тем	O
самым	O
к	O
полной	O
компенсации	O
неоднородности	O
постоянной	O
составляющей	O
сигнала.	O
-DOCSTART- -X- O O	
Когда	O
падающий	O
свет	O
попадает	O
на	O
полупроводниковый	O
переход	O
такого	O
элемента,	O
этот	O
свет	O
приводит	O
к	O
появлению	O
фотоэлектрического	O
эффекта,	O
при	O
котором	O
возникают	O
электрические	B-PRO
заряды.	I-PRO
-DOCSTART- -X- O O	
Используя	O
пассивирующие	O
пленки,	O
можно	O
уменьшить	O
количество	O
света,	B-PRO
которое	O
обычно	O
может	O
поступать	O
фотоэлектрический	O
элемент,	O
что	O
позволяет	O
уменьшить	O
смешивание	O
цветов	O
и	O
шум.	O
-DOCSTART- -X- O O	
Путем	O
вращения	O
по	O
меньшей	O
мере	O
одного	O
из	O
указанных	O
постоянных	O
магнитов	O
напряженность	B-PRO
магнитного	I-PRO
поля	I-PRO
в	O
рабочем	O
отверстии	O
можно	O
изменять	O
в	O
диапазоне	O
от	O
-Нmax	O
до	O
+Hmax	O
,	O
где	O
Hmax	O
-	B-PRO
максимальная	I-PRO
напряженность	I-PRO
магнитного	O
поля,	O
создаваемая	O
указанным	O
регулируемым	O
генератором.	O
-DOCSTART- -X- O O	
Определение	O
концентрации	O
вещества	O
по	O
интенсивности	B-PRO
флуоресценции,	I-PRO
возникающей	O
при	O
облучении	O
вещества	O
ультрафиолетовыми	O
лучами.	O
-DOCSTART- -X- O O	
Суть	O
эффекта	O
-	O
формирование	O
соплом	B-PRO
сфокусированной	I-PRO
аэрозольной	I-PRO
струи	I-PRO
заданного	I-PRO
диаметра,	O
а	O
затем	O
-	O
определение	O
анализируемого	O
объема	O
струи	O
пересечением	O
ортогональных	O
струе	O
пучков	O
пусковых	O
лазеров.	O
-DOCSTART- -X- O O	
Упругое	O
рассеяние	O
(Рэлеевское	O
рассеяние)	O
света	B-PRO
-	O
когерентное	O
рассеяние	B-PRO
света	O
без	O
изменения	B-PRO
длины	I-PRO
волны	O
(называемое	O
также	O
упругим	O
рассеянием)	O
на	O
частицах,	O
неоднородностях	O
или	O
других	O
объектах,	O
когда	O
частота	O
рассеиваемого	B-PRO
света	O
существенно	O
меньше	O
собственной	O
частоты	O
рассеивающего	O
объекта	O
или	O
системы,	O
т.е.	O
рассеяние	O
света	B-PRO
на	O
объектах,	O
размеры	O
которых	O
меньше	O
его	O
длины	B-PRO
волны.	I-PRO
-DOCSTART- -X- O O	
Измеряемое	O
терагерцовое	O
излучение	O
из	O
источника	O
терагерцового	O
излучения	O
вместе	O
с	O
оптическим	O
излучением	O
накачки	O
направляется	O
на	O
нелинейно-оптический	O
кристалл,	O
в	O
котором	O
происходит	O
эффект	O
параметрического	O
смешения	O
частот	B-PRO
падающих	I-PRO
волн.	O
-DOCSTART- -X- O O	
Направления	O
распространения	O
сигнальных	O
волн,	O
их	O
поляризации	O
и	O
параметры	O
нелинейного	O
кристалла,	O
необходимые	O
для	O
эффективного	O
смешения	B-PRO
частот,	I-PRO
определяются	O
из	O
условий	O
фазового	O
синхронизма	O
в	O
пространственно-однородных	O
кристаллах	O
и	O
квазисинхронизма	O
в	O
периодически	O
поляризованных	O
кристаллах.	O
-DOCSTART- -X- O O	
В	O
настоящем	O
изобретении	O
представлен	O
также	O
блок	O
оптической	O
селекции	O
сигнального	B-PRO
излучения	I-PRO
для	O
частотной,	O
пространственной	O
и	O
поляризационной	O
селекции	O
сигнального	B-PRO
излучения,	I-PRO
сопряженного	O
по	O
частоте	O
и	O
направлению	O
с	O
измеряемым	O
терагерцовым	O
излучением.	O
-DOCSTART- -X- O O	
Рамановское	O
рассеяние	O
-	O
неупругое	O
рассеяние	B-PRO
оптического	I-PRO
излучения	O
на	O
молекулах	B-PRO
вещества	O
(твёрдого,	O
жидкого	O
или	O
газообразного),	O
сопровождающееся	B-PRO
заметным	I-PRO
изменением	I-PRO
частоты	I-PRO
излучения.	O
-DOCSTART- -X- O O	
Поток	B-PRO
жидкости	I-PRO
и	O
поток	B-PRO
газа,	I-PRO
которые	O
вводятся	O
в	O
форме	O
листов,	O
например,	O
подвергаются	O
противоточному	O
контакту,	O
и	O
капли	O
жидкости	O
диспергируются	O
в	O
газовой	O
фазе,	O
так	O
что	O
может	O
быть	O
получено	O
хорошее	O
дисперсионное	O
состояние.	O
-DOCSTART- -X- O O	
Диспергирование	O
твердого	B-PRO
тела	I-PRO
-	O
тонкое	O
измельчение	B-PRO
твёрдых	I-PRO
тел,	O
приводящее	O
к	O
образованию	O
дисперсных	O
систем:	O
порошков,	B-PRO
суспензий,	B-PRO
эмульсий.	O
-DOCSTART- -X- O O	
Превращение	O
накопленной	O
в	O
природе	O
низкотемпературной	B-PRO
тепловой	I-PRO
энергии	I-PRO
в	O
тепло	O
для	O
нагрева	O
происходит	O
в	O
трех	O
контурах.	O
-DOCSTART- -X- O O	
При	O
использовании	O
какого-либо	O
из	O
этих	O
циклов	O
рабочая	O
жидкость	B-PRO
в	I-PRO
газообразной	O
форме	O
подается	O
в	O
устройство	O
для	O
преобразования	O
энергии	O
рабочей	O
жидкости	B-PRO
в	I-PRO
механическую	O
энергию,	B-PRO
которым	I-PRO
может	O
быть	O
как	O
турбина,	O
так	O
и	O
большое	O
множество	O
тепловых	O
машин	O
других	O
типов.	O
-DOCSTART- -X- O O	
При	O
рассмотрении	O
преобразования	O
тепловой	B-PRO
энергии	I-PRO
в	O
механическую	O
чрезвычайно	O
важным	O
термодинамическим	O
свойством	O
является	O
энтальпия.	O
-DOCSTART- -X- O O	
Отношение	O
разности	O
между	O
идеальной	O
энтальпией	O
и	O
реальной	O
энтальпией	O
к	O
критической	O
температуре	O
рабочей	B-PRO
жидкости	I-PRO
называется	O
остаточной	O
энтальпией.	O
-DOCSTART- -X- O O	
Заявитель	O
теоретически	O
обосновал,	O
что	O
значительное	O
объемное	O
расширение	O
можно	O
получить	O
путем	O
изменения	O
коэффициента	O
сжимаемости	O
парообразной	O
рабочей	B-PRO
жидкости.	I-PRO
-DOCSTART- -X- O O	
Физический	O
эффект	O
относится	O
к	O
способу	O
обнаружения	O
инфракрасного	O
излучения	O
или	O
к	O
формированию	O
инфракрасного	O
изображения	O
с	O
применением	O
болометрического	O
устройства,	O
способного	O
поглощать	O
падающее	O
излучение,	O
превращать	O
его	O
в	O
тепло	O
и	O
передавать	O
часть	O
выделившегося	O
тепла	O
на	O
чувствительный	B-PRO
элемент,	I-PRO
удельное	O
сопротивление	O
которого	O
изменяется	O
с	O
температурой,	O
причем	O
указанное	O
устройство	O
представляет	O
собой	O
устройство,	O
определенное	O
ранее.	O
-DOCSTART- -X- O O	
Физический	O
эффект	O
относится	O
к	O
способу	O
обнаружения	O
инфракрасного	O
излучения	O
или	O
к	O
формированию	O
инфракрасного	O
изображения	O
с	O
применением	O
болометрического	O
устройства,	O
способного	O
поглощать	O
падающее	O
излучение,	O
превращать	O
его	O
в	O
тепло	O
и	O
передавать	O
часть	O
выделившегося	O
тепла	O
на	O
чувствительный	B-PRO
элемент,	I-PRO
удельное	O
сопротивление	O
которого	O
изменяется	O
с	O
температурой,	O
причем	O
указанное	O
устройство	O
представляет	O
собой	O
устройство,	O
определенное	O
ранее.	O
-DOCSTART- -X- O O	
Эффект	O
обеспечивают	O
нагревательный	O
элемент,	O
содержащий	O
нагревательный	O
блок,	O
блок	O
теплопереноса	O
и	O
датчик	O
температуры,	O
при	O
этом	O
нагревательный	O
блок	O
содержит	O
первый	O
состав,	O
причем	O
первый	O
состав	O
содержит	O
состав	B-PRO
на	I-PRO
основе	I-PRO
эпоксидной	I-PRO
смолы	I-PRO
или	I-PRO
стекла,	I-PRO
или	O
состав,	O
содержащий	O
зольно-гелевый	O
раствор,	O
до	O
90%	O
которого	O
составляет	O
проводящий	O
порошок	O
в	O
виде	O
однородной	O
устойчивой	O
дисперсии,	O
при	O
этом	O
указанный	O
проводящий	O
порошок	O
является	O
одним	O
из	O
группы,	O
состоящей	O
из	O
металлов,	O
керамики,	O
металлокерамики	O
и	O
полупроводников,	O
а	O
датчик	O
температуры	O
содержит	O
второй	O
состав,	O
содержащий	O
состав	O
на	B-PRO
основе	I-PRO
эпоксидной	I-PRO
смолы	I-PRO
или	I-PRO
стекла,	I-PRO
причем	I-PRO
второй	O
состав	O
содержит	O
зольно-гелевый	O
раствор,	O
до	O
90%	O
которого	O
составляет	O
проводящий	O
порошок	O
в	O
виде	O
равномерной	O
устойчивой	O
дисперсии,	O
при	O
этом	O
указанный	O
проводящий	O
порошок	O
является	O
одним	O
из	O
группы,	O
состоящей	O
из	O
металлов,	O
керамики,	O
металлокерамики	O
и	O
полупроводников;	O
при	O
этом	O
нагревательный	O
блок	O
и	O
датчик	O
температуры	O
выполнены	O
как	O
два	O
отдельных	O
блока,	O
электрически	O
изолированных	O
друг	O
от	O
друга	O
и	O
механически	O
удерживаемых	O
блоком	O
теплопереноса;	O
при	O
этом	O
обеспечивают	O
рабочее	O
напряжение	O
нагревательного	O
блока	B-PRO
в	O
пределах	O
от	O
30	O
В	O
до	O
50	O
В.	O
-DOCSTART- -X- O O	
Используют	O
канал	O
с	O
продольной	O
осью,	O
имеющей	O
форму	O
гладкой	O
линии,	O
и	O
транспортирование	O
ускоренных	O
заряженных	O
частиц	O
по	O
этому	O
каналу	O
осуществляют	O
при	O
соблюдении	O
следующего	O
соотношения,	O
связывающего	O
энергию	O
E	O
и	O
заряд	O
Q	O
частиц	B-PRO
пучка	I-PRO
с	I-PRO
электрической	I-PRO
прочностью	I-PRO
Uпр	O
материала	O
стенки	O
и	O
геометрическими	O
параметрами	O
канала	O
–	O
наименьшим	O
радиусом	O
R	O
кривизны	O
продольной	O
оси,	O
наименьшей	O
толщиной	O
d	O
стенки	O
и	O
наибольшим	O
расстоянием	O
h	O
между	O
двумя	O
точками	O
внутренней	O
поверхности	O
канала,	O
расположенными	O
в	O
поперечном	O
сечении	O
канала	O
на	O
одной	O
и	O
той	O
же	O
нормали	O
к	O
указанной	O
поверхности:	O
E/Q	O
<	O
R	O
d	O
Uпр/h	O
Физические	O
величины,	O
входящие	O
в	O
соотношение,	O
выражаются	O
в	O
единицах	O
СИ,	O
т.е.	O
[E]=Дж,	O
[Q]=K,	O
[Uпр	O
]=В/м,	O
[R]=[d]=[h]=м.	O
-DOCSTART- -X- O O	
В	O
первом	O
случае	O
он	O
может	O
быть	O
нацелен	O
в	O
нужное	O
место	O
путем	O
выбора	O
необходимой	O
формы	O
канала,	O
а	O
во	O
втором	O
случае	O
он	O
может	O
быть,	O
например,	O
ускорен	O
и	O
(тоже	O
при	O
соответствующем	O
выборе	O
формы	O
канала)	O
может	O
быть	O
источником	O
электромагнитного	B-PRO
излучения.	I-PRO
-DOCSTART- -X- O O	
Идентифицирующие	O
элементы	O
случайным	O
образом	O
рассредоточены	O
внутри	O
контрольной	O
зоны	O
и/или	O
выполнены	O
для	O
излучения	O
особого	B-PRO
сигнала	I-PRO
при	I-PRO
внешнем,	O
в	O
частности	O
оптоэлектронном,	O
электромагнитном,	O
электрическом,	O
магнитном,	O
термическом	O
или	O
акустическом	O
воздействии.	O
-DOCSTART- -X- O O	
Коттрелловское	O
затухание	O
зависит	O
от	O
диффузии	O
и	O
может	O
не	O
существовать	O
до	O
тех	O
пор,	O
пока	O
анализируемое	O
вещество	O
не	O
будет	O
полностью	O
превращено	O
в	O
подлежащие	O
измерению	O
частицы	O
и	O
не	O
будет	O
достигнуто,	O
главным	O
образом,	O
постоянное	O
распределение	O
концентрации	O
этих	O
подлежащих	O
измерению	O
частиц,	O
занимающих	O
емкость	O
для	O
образца,	O
перед	O
измерением	O
тока.	B-PRO
-DOCSTART- -X- O O	
Это	O
происходит	O
при	O
температурах	B-PRO
от	O
105	O
до	O
160	O
С	O
и	O
давлении	B-PRO
10	O
бар.	O
-DOCSTART- -X- O O	
Суть	O
изобретения	O
–	O
в	O
получении	O
стеклокристаллического	O
пироэлектрического	O
материала,	O
включающий	O
расплавление	O
в	O
платиновом	O
тигле	O
шихты,	O
прессование	O
расплава,	O
обеспечивающее	O
получение	O
стеклянных	O
пластин,	B-PRO
кристаллизацию	O
и	O
последующую	B-PRO
поляризацию	O
пластин,	O
отличающийся	O
тем,	O
что	B-PRO
кристаллизацию	O
проводят	O
при	O
температуре	O
900-1000°С	O
в	O
поле	O
температурного	O
градиента	O
в	O
течение	O
6-8	O
ч	O
с	O
выделением	O
твердых	O
растворов	O
состава	O
La(1-x)SmхВGe	O
уSi(1-у)O5,	O
где	O
х=0,1-0,4,	O
у=0,2-0,4,	O
а	O
затем	O
термообработанный	O
образец	O
подвергают	O
поляризации	O
в	O
постоянном	O
электрическом	O
поле	O
напряженностью	O
1-8	O
кВ/мм	O
при	O
температуре	O
не	O
выше	O
350°С.	O
-DOCSTART- -X- O O	
Стеклокристаллический	B-PRO
текстурированный	I-PRO
пироэлектрик	I-PRO
характеризуется	O
коэффициентом	O
пироэлектричества	O
(6,0	O
нКл/см2К),	O
который	O
в	O
сочетании	O
с	O
низким	O
значением	O
диэлектрической	O
проницаемости	O
(	O
9)	O
обеспечивает	O
высокую	O
пироэлектрическую	O
добротность.	O
-DOCSTART- -X- O O	
Резонансный	O
преобразователь	O
постоянного	B-PRO
напряжения	I-PRO
в	O
постоянное	O
и	O
переменное,	O
содержащий	O
мостовой	O
инвертор	O
на	O
вентилях	O
с	O
обратной	O
проводимостью,	O
подключенный	O
одной	O
диагональю	O
к	O
источнику	O
питания,	O
трансформатор,	O
первичная	O
обмотка	O
которого	O
последовательно	O
соединенная	O
с	O
индуктивностью	O
L	O
и	O
емкостью	O
С,	O
подключена	O
ко	O
второй	O
диагонали	O
инвертора,	O
выпрямитель,	O
подключенный	O
к	O
вторичной	O
обмотке	O
трансформатора,	O
и	O
фильтр	O
нижних	O
частот,	O
например	O
Г-образное	O
звено,	O
подключенный	O
к	O
выпрямителю,	O
а	O
также	O
устройство	O
управления,	O
согласно	O
техническому	O
решению	O
первичная	O
обмотка	O
трансформатора	O
шунтирована	O
емкостью	O
С2,	O
которая	O
с	O
индуктивностью	O
L2	O
трансформатора	O
образует	O
параллельный	O
контур	O
L	O
2C2R,	O
где	O
R	O
-	O
сопротивление	O
суммарной	O
нагрузки,	O
приведенное	O
к	O
первичной	O
стороне	O
трансформатора.	O
-DOCSTART- -X- O O	
Скорость	O
нанесения	O
покрытия	O
методом	O
импульсной	O
лазерной	O
абляции,	O
именуемым	O
также	O
нанесением	O
ультракороткими	B-PRO
лазерными	I-PRO
импульсами	I-PRO
(НПУЛИ,	O
USPLD	O
-	O
Ultra	O
Short	O
Pulsed	O
Laser	O
Deposition),	O
с	O
применением	O
лазера	O
мощностью	O
20	O
Вт	O
составляет	O
2	O
мм/мин.	O
-DOCSTART- -X- O O	
Два	O
или	O
несколько	O
СИД	O
подключены	O
последовательно	O
между	O
первым	O
узлом	O
и	O
вторым	O
узлом,	O
причем	O
ток	B-PRO
последовательного	O
соединения	O
течет	O
между	O
узлами,	O
когда	O
между	O
узлами	O
прикладывают	O
рабочее	B-PRO
напряжение.	I-PRO
-DOCSTART- -X- O O	
При	O
этом	O
обеспечивают	O
кавитационный	O
режим	O
течения	O
вихревого	B-PRO
потока	I-PRO
в	O
рабочей	O
камере	O
регулированием	O
расхода	O
выходного	O
потока	O
нагретой	O
жидкости,	B-PRO
а	O
температуру	O
нагрева	O
жидкости	B-PRO
регулируют	O
изменением	O
напряженности	O
и/или	O
частоты	O
электрического	O
поля.	O
-DOCSTART- -X- O O	
Акустическая	O
кавитация,	O
в	O
отличие	O
от	O
гидродинамической	O
(обусловленной	O
понижением	O
давления	O
вследствие	O
больших	O
локальных	O
значений	O
скорости	O
в	O
потоке	O
движущейся	O
жидкости),	O
возникает	O
при	O
прохождении	O
звуковых	B-PRO
волн	I-PRO
высокой	I-PRO
интенсивности	I-PRO
и	O
амплитуды	O
звукового	O
давления,	O
превосходящей	O
некоторую	O
пороговую	O
величину.	O
-DOCSTART- -X- O O	
Магнитокалорический	O
эффект	O
–	O
магнитотепловое	O
явление,	O
возникающее	O
при	O
воздействии	B-PRO
магнитного	I-PRO
поля	O
на	O
вещество,	O
обладающее	O
магнитными	O
свойствами,	O
состоящее	O
в	O
изменении	O
температуры	O
(энтропии)	O
магнитного	O
материала	O
при	O
адиабатном	O
изменении	O
напряженности	B-PRO
магнитного	I-PRO
поля,	O
в	O
котором	O
он	O
находится.	O
-DOCSTART- -X- O O	
Заявляемое	O
техническое	O
решение	O
вырабатывает	O
механическую	O
энергию	O
из	O
тепловой	B-PRO
энергии	I-PRO
внешней	I-PRO
среды,	I-PRO
например,	O
воды,	O
осуществляя	O
принципиально	O
новый	O
механизм	O
энергетического	O
преобразования.	O
-DOCSTART- -X- O O	
Указанная	O
цель	O
достигается	O
в	O
заявляемом	O
устройстве	O
автоматического	O
управления	O
электрогенератором,	O
содержащем	O
ферромагнитное	O
кольцо,	O
механически	O
связанное	O
с	O
осью	O
вращения	O
через	O
траверсы,	O
часть	O
ферромагнитного	O
кольца	O
помещена	O
в	O
насыщающее	O
магнитное	O
поле	O
сильного	O
постоянного	O
магнита,	O
снабженного	O
катушкой	O
подмагничивания,	O
а	O
другая	O
его	O
часть	O
связана	O
с	O
тепловыделяющей	O
средой,	O
например,	O
очищенной	O
водой,	O
забираемой	O
из	O
соответствующего	O
водного	O
бассейна,	O
с	O
осью	O
вращения	O
механически	O
связан	O
трехфазный	O
генератор	O
переменного	O
тока,	O
подключенный	O
к	O
трехфазному	O
выпрямителю	O
и	O
к	O
электрической	O
нагрузке,	O
выход	O
трехфазного	O
выпрямителя	O
через	O
блок	O
управления	O
подмагничиванием	O
связан	O
с	O
катушкой	O
подмагничивания	O
сильного	O
постоянного	O
магнита,	O
вход	O
блока	O
управления	O
подмагничиванием	O
подключен	O
к	O
выходу	O
последовательно	O
соединенных	O
генератора	O
опорного	O
напряжения,	O
фазочувствительного	O
выпрямителя	O
и	O
фильтра	O
нижних	O
частот	O
(или	O
интегратора),	O
отличающимся	O
тем,	O
что	O
с	O
осью	O
вращения	O
ферромагнитного	O
кольца	O
механически	O
связан	O
тахогенератор,	O
выход	O
которого	O
подключен	O
ко	O
второму	O
входу	O
фазочувствительного	O
выпрямителя,	O
а	O
магнитный	O
зазор	O
сильного	O
постоянного	O
магнита	O
выполнен	O
из	O
двух	O
частей,	O
первая	O
из	O
которых	O
образует	O
однородное	B-PRO
магнитное	I-PRO
поле	I-PRO
с	O
напряженностью,	O
обеспечивающей	O
на	O
длине	O
L	O
этой	O
части	O
магнитного	O
зазора	O
доведение	O
магнитной	O
восприимчивости	O
ферромагнетика	O
до	O
максимального	O
значения,	O
а	O
вторая	O
часть	O
магнитного	O
зазора	O
длиной	O
L	O
образует	O
насыщающее	O
магнитное	O
поле	O
в	O
начале	O
этой	O
части	O
магнитного	O
зазора	O
и	O
далее	O
в	O
направлении	O
движения	O
ферромагнитного	O
кольца	O
линейно	O
возрастающее	O
по	O
напряженности	O
магнитное	O
поле	O
к	O
концу	O
магнитного	O
зазора.	O
-DOCSTART- -X- O O	
Предложен	O
способ	O
активации	O
горючего	O
сланца,	O
при	O
этом	O
указанный	O
способ	O
включает	O
воздействие	O
на	O
подлежащий	O
активации	O
горючий	B-PRO
сланец	I-PRO
электромагнитным	O
излучением	O
для	O
того,	O
чтобы	O
карбонизировать	O
часть	O
органического	O
вещества	O
и	O
преобразовать	O
часть	O
неорганического	O
вещества	O
горючего	O
сланца,	O
что	O
приводит	O
к	O
получению	B-PRO
газов	I-PRO
внутри	I-PRO
горючего	I-PRO
сланца,	I-PRO
таким	O
образом	O
создавая	O
поры	O
внутри	O
этого	O
горючего	O
сланца.	O
-DOCSTART- -X- O O	
Электромагнитное	B-PRO
излучение	I-PRO
может	O
быть	O
так	O
называемым	O
микроволновым	B-PRO
излучением,	I-PRO
обычно	O
при	O
частоте	O
2450	O
МГц.	O
-DOCSTART- -X- O O	
Применение	O
пара	O
при	O
активации	O
приводит	O
к	O
окислению	B-PRO
органического	I-PRO
вещества	I-PRO
и	O
открытию	B-PRO
пор.	I-PRO
-DOCSTART- -X- O O	
Обработанный	O
таким	O
образом	O
горючий	O
сланец	O
имеет	O
повышенное	B-PRO
содержание	I-PRO
углерода	I-PRO
90%	O
мас.,	O
обычно	O
95%	O
мас.	O
и	O
увеличенную	B-PRO
удельную	I-PRO
степень	I-PRO
абсорбции.	I-PRO
-DOCSTART- -X- O O	
Это	O
означает,	O
что	O
горючий	B-PRO
сланец	I-PRO
обогащен	O
активными	O
углеродными	O
центрами	O
по	O
сравнению	O
с	O
неочищенным	O
активированным	O
горючим	O
сланцем.	O
-DOCSTART- -X- O O	
Накачка	O
осуществляется	O
посредством	O
магнитоэлектрического	O
преобразования	O
электрической	B-PRO
составляющей	I-PRO
энергии	I-PRO
СВЧ-поля	I-PRO
в	I-PRO
магнитную	O
энергию	O
однородной	O
прецессии.	O
-DOCSTART- -X- O O	
СВЧ-энергия	B-PRO
преобразуется	I-PRO
в	O
слое	O
пьезоэлектрика	O
в	B-PRO
механические	O
акустические	B-PRO
колебания,	I-PRO
которые	I-PRO
взаимодействуют	O
с	O
ферритовым	O
слоем.	O
-DOCSTART- -X- O O	
Это	O
эффект	O
возникновения	O
поляризации	O
диэлектрика	O
под	O
действием	O
механических	B-PRO
напряжений	I-PRO
(прямой	O
эффект).	O
-DOCSTART- -X- O O	
При	O
прямом	O
пьезоэффекте	O
деформация	O
пьезоэлектрического	O
образца	O
приводит	O
к	O
возникновению	O
электрического	B-PRO
напряжения	I-PRO
между	O
поверхностями	O
деформируемого	O
твердого	O
тела	O
-DOCSTART- -X- O O	
Ферромагнитный	O
резонанс	O
проявляется	O
в	O
избирательном	O
поглощении	O
ферромагнетиком	B-PRO
энергии	B-PRO
электромагнитного	I-PRO
поля	I-PRO
при	O
частотах,	O
совпадающих	O
с	O
собственными	O
частотами	O
прецессии	O
магнитных	O
моментов	O
электронной	O
системы	O
ферромагнитного	O
образца	O
во	O
внутреннем	O
эффективном	O
магнитном	O
поле.	O
-DOCSTART- -X- O O	
Поставленная	O
задача	O
решается	O
созданием	O
установки	O
для	O
предупреждения	O
об	O
опасном	O
состоянии	O
жидкой	B-PRO
изоляции	I-PRO
высоковольтного	O
маслонаполненного	O
электрооборудования,	O
включающей	O
ПЭВМ,	O
соединенную	O
с	O
двухканальным	O
генератором	O
импульсов,	O
который	O
в	O
свою	O
очередь	O
сообщен	O
с	O
ультразвуковыми	O
излучателями,	O
позволяющими	O
формировать	O
акустические	B-PRO
волны	I-PRO
накачки	O
в	O
контролируемой	O
области	O
жидкой	B-PRO
изоляции,	I-PRO
гидрофон,	O
имеющий	O
возможность	O
преобразовывать	O
акустическую	B-PRO
волну	I-PRO
разностной	O
частоты	O
в	O
сигнал,	O
тракт	O
приема,	O
детектирования	O
и	O
обработки	O
сигнала	O
и	O
датчики	O
температуры	O
и	O
давления	O
